GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000145431	4	157681606	157892546	662	59	47624	-0.5286	0.70146	PDGFC
ENSG00000109738	4	157997209	158093242	485	40	49651	-0.81304	0.7919	GLRB
ENSG00000120251	4	158125334	158287227	404	49	48725	-0.14847	0.55901	GRIA2
ENSG00000164125	4	159045626	159094470	143	14	53225	2.369	0.0089171	FAM198B
ENSG00000164124	4	159122756	159176563	126	39	47161	-0.3519	0.63754	TMEM144
ENSG00000171509	4	159236463	159574524	1507	41	49694	1.8258	0.033941	RXFP1
ENSG00000205208	4	159587831	159593407	7	5	46196	-0.34299	0.6342	C4orf46
ENSG00000171503	4	159593277	159630775	78	41	47645	0.95634	0.16945	ETFDH
ENSG00000171497	4	159630286	159644548	39	12	47402	0.96589	0.16705	PPID
ENSG00000052795	4	159690290	159829201	373	37	47521	-0.19217	0.5762	FNIP2
ENSG00000164123	4	159814286	159959912	666	42	49884	-0.86867	0.80749	C4orf45
ENSG00000109756	4	160025330	160281321	841	73	49220	2.1125	0.017322	RAPGEF2
ENSG00000168843	4	162305049	163085187	4130	156	50834	1.2057	0.11396	FSTL5
ENSG00000145414	4	164031225	164088073	179	36	46735	-0.59613	0.72446	NAF1
ENSG00000164128	4	164245113	164265984	77	20	50883	-0.65766	0.74462	NPY1R
ENSG00000164129	4	164265091	164273086	32	8	51706	-0.40089	0.65575	NPY5R
ENSG00000151005	4	164392257	164395047	2	1	55483	2.0794	0.018791	TKTL2
ENSG00000198498	4	164415594	164441691	80	12	51006	0.66441	0.25321	TMA16
ENSG00000145416	4	164445450	165305202	4397	168	50176	0.53813	0.29524	MARCH1
ENSG00000183439	4	165875598	165898820	90	20	49707	0.19135	0.42412	TRIM61
ENSG00000250486	4	165878100	165880273	10	4	50679	0.58607	0.27891	FAM218A
ENSG00000176979	4	165953105	165962896	51	11	45707	0.14533	0.44223	TRIM60
ENSG00000170088	4	165995574	166129701	730	55	49382	0.50706	0.30606	TMEM192
ENSG00000109466	4	166128770	166244308	461	41	49141	-1.559	0.94051	KLHL2
ENSG00000052802	4	166248775	166264312	84	21	51325	0.73079	0.23245	MSMO1
ENSG00000109472	4	166282346	166419472	810	43	51587	-0.83628	0.7985	CPE
ENSG00000038295	4	166794410	167025047	953	120	48976	2.8441	0.0022266	TLL1
ENSG00000196104	4	167654535	168155947	2070	80	51613	-1.2293	0.89053	SPOCK3
ENSG00000109511	4	169013666	169108841	365	42	48054	-0.42156	0.66333	ANXA10
ENSG00000137628	4	169137444	169239958	504	36	50625	1.3742	0.08469	DDX60
ENSG00000181381	4	169277886	169458937	1019	82	52162	0.16907	0.43287	DDX60L
ENSG00000129116	4	169418217	169849608	2084	175	49532	0.98292	0.16282	PALLD
ENSG00000145439	4	169784921	169931426	480	28	47850	-0.10844	0.54317	CBR4
ENSG00000154447	4	170015407	170192256	550	41	51780	-0.68517	0.75338	SH3RF1
ENSG00000137601	4	170314426	170533780	728	28	50679	0.13925	0.44463	NEK1
ENSG00000109572	4	170533784	170644824	372	31	49910	1.7592	0.039272	CLCN3
ENSG00000056050	4	170650616	170679104	103	19	49025	-0.64174	0.73948	C4orf27
ENSG00000198948	4	170907748	170954182	184	35	47748	-0.093061	0.53707	MFAP3L
ENSG00000109576	4	170981373	171012850	113	26	50061	0.21623	0.4144	AADAT
ENSG00000174473	4	172733405	173962710	4264	192	48625	1.8048	0.035551	GALNTL6
ENSG00000109586	4	174089904	174245118	522	58	48048	0.81758	0.2068	GALNT7
ENSG00000164104	4	174252846	174256276	6	2	53313	2.0133	0.02204	HMGB2
ENSG00000164105	4	174291120	174298683	17	9	42238	0.55219	0.29041	SAP30
ENSG00000164106	4	174305852	174327531	58	17	45446	1.3494	0.088606	SCRG1
ENSG00000164107	4	174446120	174451380	16	10	45829	-0.42696	0.6653	HAND2
ENSG00000164117	4	175157809	175205415	180	43	46766	-1.0326	0.8491	FBXO8
ENSG00000164118	4	175204828	175254531	195	42	48460	-0.69107	0.75524	CEP44
ENSG00000164120	4	175411328	175444305	182	45	51351	-0.32242	0.62643	HPGD
ENSG00000145451	4	175558065	175750465	1048	82	52157	-0.96636	0.83307	GLRA3
ENSG00000168594	4	175750819	175899331	880	38	52312	-0.32497	0.6274	ADAM29
ENSG00000150625	4	176554085	176923815	1681	132	50000	-1.1333	0.87145	GPM6A
ENSG00000150627	4	176986985	177103978	629	40	50848	-0.13108	0.55214	WDR17
ENSG00000150628	4	177105789	177116822	40	14	52099	-1.1772	0.88043	SPATA4
ENSG00000164122	4	177134824	177198722	349	31	52922	-1.22	0.88876	ASB5
ENSG00000129128	4	177241115	177253396	75	16	52518	1.2143	0.11231	SPCS3
ENSG00000150630	4	177604689	177713881	475	32	48870	2.7367	0.003103	VEGFC
ENSG00000249008	4	178163693	178169927	31	9	50813	-0.40682	0.65793	RP11-487E13.1
ENSG00000109674	4	178230990	178284097	239	52	49907	-1.0149	0.84492	NEIL3
ENSG00000038002	4	178351924	178363657	57	18	47675	-0.37701	0.64692	AGA
ENSG00000231171	4	178649911	178911904	1267	94	50887	1.7447	0.040518	LINC01098
ENSG00000218336	4	183065140	183724177	3390	318	50268	0.29299	0.38477	TENM3
ENSG00000129187	4	183811213	183839089	190	33	48160	-1.0241	0.84711	DCTD
ENSG00000151718	4	184020446	184241930	653	85	47535	-1.0764	0.85912	WWC2
ENSG00000177300	4	184239220	184241927	4	2	45687	0.6504	0.25772	CLDN22
ENSG00000185758	4	184242917	184243579	2	1	56384	-2.0946	0.9819	CLDN24
ENSG00000168564	4	184365744	184369351	10	6	48231	1.0884	0.1382	CDKN2AIP
ENSG00000168556	4	184426147	184432249	26	13	48248	1.0616	0.14421	ING2
ENSG00000182552	4	184560788	184580378	144	25	47670	0.037361	0.4851	RWDD4
ENSG00000168538	4	184580420	184634745	247	29	50578	0.71216	0.23818	TRAPPC11
ENSG00000173320	4	184774584	184944679	728	115	46509	-0.96117	0.83177	STOX2
ENSG00000164303	4	185009859	185142383	791	83	49476	-0.69793	0.75739	ENPP6
ENSG00000168310	4	185308867	185395734	397	88	44830	0.10673	0.4575	IRF2
ENSG00000164305	4	185548850	185570663	73	14	50818	0.45416	0.32486	CASP3
ENSG00000164306	4	185570767	185616117	229	17	50932	-0.91576	0.8201	PRIMPOL
ENSG00000151725	4	185615772	185655287	291	6	54080	-1.2608	0.8963	CENPU
ENSG00000151726	4	185676749	185747972	342	43	49613	-0.87523	0.80927	ACSL1
ENSG00000251139	4	185734773	185742443	32	17	46031	-0.16975	0.5674	RP11-701P16.2
ENSG00000187821	4	185939995	185941958	8	3	54548	1.5988	0.054928	HELT
ENSG00000151729	4	186064395	186071536	16	7	37670	0.69715	0.24285	SLC25A4
ENSG00000164323	4	186080819	186130658	238	21	50502	1.64	0.050501	KIAA1430
ENSG00000109762	4	186125391	186291339	734	59	50474	0.11251	0.45521	SNX25
ENSG00000109771	4	186285032	186317053	145	34	49944	-0.57201	0.71634	LRP2BP
ENSG00000186352	4	186317175	186321782	19	7	50543	-1.3478	0.91114	ANKRD37
ENSG00000109775	4	186320694	186347139	99	20	51892	-0.47834	0.6838	UFSP2
ENSG00000205129	4	186347394	186370980	101	14	53327	0.17815	0.4293	C4orf47
ENSG00000168491	4	186366336	186392913	132	34	50731	0.56011	0.2877	CCDC110
ENSG00000249679	4	186392670	186393417	3	1	51630	-0.22176	0.58775	RP11-279O9.4
ENSG00000154553	4	186422851	186456766	107	15	46367	-0.13652	0.5543	PDLIM3
ENSG00000154556	4	186506598	186877806	2213	202	49654	0.43645	0.33126	SORBS2
ENSG00000164342	4	186990306	187009223	78	22	50278	-1.2279	0.89026	TLR3
ENSG00000109794	4	187025573	187093821	361	49	48005	-0.33961	0.63292	FAM149A
ENSG00000269302	4	187111913	187112626	6	3	51849	0.3525	0.36223	AC110771.1
ENSG00000145476	4	187112674	187134610	119	22	51739	-0.6044	0.72721	CYP4V2
ENSG00000164344	4	187130133	187179625	258	25	50690	-0.69157	0.75539	KLKB1
ENSG00000088926	4	187187099	187210835	91	24	51156	-0.82742	0.796	F11
ENSG00000272297	4	187347700	187476464	869	89	51592	-0.17201	0.56829	RP11-215A19.2
ENSG00000168412	4	187454809	187476721	115	28	51742	-0.30895	0.62132	MTNR1A
ENSG00000083857	4	187508937	187647876	673	98	48022	2.4821	0.0065311	FAT1
ENSG00000179059	4	188916925	188926204	41	14	35363	0.50689	0.30612	ZFP42
ENSG00000179046	4	189012427	189030757	166	27	52938	-0.87949	0.81043	TRIML2
ENSG00000184108	4	189060573	189068897	112	24	52409	-0.51764	0.69765	TRIML1
ENSG00000109536	4	190861943	190884359	59	1	36950	-1.106	0.86564	FRG1
ENSG00000153404	5	140373	190085	218	21	46666	-0.08453	0.53368	PLEKHG4B
ENSG00000185028	5	191626	195468	12	4	39731	-0.97744	0.83582	LRRC14B
ENSG00000164366	5	196986	218330	122	16	42035	-1.2096	0.88678	CCDC127
ENSG00000073578	5	218356	256815	327	5	23012	0.3704	0.35554	SDHA
ENSG00000249915	5	271736	353971	370	25	41201	-0.13477	0.5536	PDCD6
ENSG00000063438	5	304291	438406	620	50	49107	-0.38982	0.65166	AHRR
ENSG00000221990	5	441645	443258	14	5	51418	1.0154	0.15496	C5orf55
ENSG00000180104	5	443273	472052	176	25	51574	1.0475	0.14744	EXOC3
ENSG00000188242	5	466239	473213	48	13	49646	1.4282	0.076611	CTD-2228K2.5
ENSG00000066230	5	473425	524447	362	48	49656	1.3673	0.085767	SLC9A3
ENSG00000112877	5	612387	667283	244	25	49122	-0.81547	0.7926	CEP72
ENSG00000171368	5	660883	693510	188	23	37909	-1.5543	0.93994	TPPP
ENSG00000268885	5	667759	668839	10	5	40609	-1.1039	0.86519	AC026740.1
ENSG00000188818	5	710471	851101	196	14	6987	-1.0833	0.86065	ZDHHC11
ENSG00000206077	5	710475	767067	19	7	4257	-0.50124	0.6919	ZDHHC11B
ENSG00000028310	5	850406	892939	139	13	45389	-0.27802	0.6095	BRD9
ENSG00000071539	5	892758	919472	93	9	48522	-0.68164	0.75227	TRIP13
ENSG00000250173	5	979480	981415	6	4	51612	0.43542	0.33163	RP11-661C8.3
ENSG00000145506	5	1008944	1039058	150	26	48151	-0.25361	0.6001	NKD2
ENSG00000113504	5	1050499	1112150	351	54	45858	-1.0167	0.84536	SLC12A7
ENSG00000174358	5	1201710	1225232	178	51	47446	-0.22132	0.58758	SLC6A19
ENSG00000164363	5	1225470	1246304	155	38	48284	-0.048388	0.5193	SLC6A18
ENSG00000164362	5	1253262	1295184	187	74	44527	-0.84258	0.80027	TERT
ENSG00000049656	5	1317859	1345214	143	29	51209	0.72832	0.23321	CLPTM1L
ENSG00000142319	5	1392909	1445545	297	56	49739	-0.44812	0.67297	SLC6A3
ENSG00000153395	5	1456595	1524092	393	69	50241	0.15472	0.43852	LPCAT1
ENSG00000171421	5	1798500	1801480	25	6	53732	0.56117	0.28734	MRPL36
ENSG00000145494	5	1801514	1816719	74	13	53413	-0.17626	0.56995	NDUFS6
ENSG00000113430	5	1877541	1887350	59	15	52484	1.2086	0.1134	IRX4
ENSG00000170561	5	2745959	2752969	21	11	44960	0.093271	0.46284	IRX2
ENSG00000186493	5	2752245	2755508	9	5	48636	0.11813	0.45298	C5orf38
ENSG00000170549	5	3596168	3601517	20	6	47346	0.65332	0.25677	IRX1
ENSG00000145536	5	5140443	5320417	1095	123	50402	1.7054	0.044062	ADAMTS16
ENSG00000164151	5	5420777	5490347	201	34	47515	0.7574	0.22441	KIAA0947
ENSG00000133398	5	6371994	6378707	26	8	52006	-0.68806	0.75429	MED10
ENSG00000215218	5	6448736	6495022	252	57	50611	2.8083	0.0024905	UBE2QL1
ENSG00000037474	5	6599352	6633404	187	25	52944	1.0414	0.14885	NSUN2
ENSG00000145545	5	6633456	6669675	210	34	51477	1.2102	0.1131	SRD5A1
ENSG00000112941	5	6714718	6757161	246	36	51852	1.4219	0.077534	PAPD7
ENSG00000078295	5	7396321	7830194	1851	129	48862	-0.58349	0.72022	ADCY2
ENSG00000215217	5	7830491	7851603	122	25	50292	-1.0061	0.84282	C5orf49
ENSG00000124275	5	7851299	7906138	304	35	53069	0.18257	0.42757	MTRR
ENSG00000124279	5	7859272	7869150	39	12	54483	0.43648	0.33124	FASTKD3
ENSG00000112902	5	9035138	9546187	2315	204	49649	1.912	0.027936	SEMA5A
ENSG00000169777	5	9629109	9712490	338	47	42511	-0.34486	0.6349	TAS2R1
ENSG00000150756	5	10226442	10250009	158	30	52845	1.2614	0.10359	FAM173B
ENSG00000150753	5	10250033	10266524	97	7	51563	-0.13225	0.55261	CCT5
ENSG00000164237	5	10275987	10308138	158	25	50887	-0.17087	0.56784	CMBL
ENSG00000145495	5	10353815	10440500	143	20	40853	-0.62995	0.73564	MARCH6
ENSG00000145491	5	10441636	10472141	103	13	42872	-0.9911	0.83918	ROPN1L
ENSG00000249160	5	10505108	10522196	71	11	48175	0.50418	0.30707	RP11-1C1.5
ENSG00000164236	5	10564442	10650308	387	41	49342	-0.5674	0.71478	ANKRD33B
ENSG00000112977	5	10679342	10761384	368	26	51963	0.3862	0.34968	DAP
ENSG00000169862	5	10971952	11904155	4090	296	48948	-1.6349	0.94897	CTNND2
ENSG00000039139	5	13690440	13944652	1277	84	50930	-0.0050057	0.502	DNAH5
ENSG00000038382	5	14143811	14532235	1421	90	50354	0.48376	0.31428	TRIO
ENSG00000145569	5	14581884	14615116	71	22	49283	0.74133	0.22925	FAM105A
ENSG00000154124	5	14664773	14699820	92	23	48179	0.87943	0.18958	FAM105B
ENSG00000154122	5	14704910	14871887	627	73	49685	0.65071	0.25762	ANKH
ENSG00000183580	5	15500305	15939900	1556	89	49753	-0.68777	0.7542	FBXL7
ENSG00000183654	5	16067248	16180871	382	52	47928	-1.0872	0.86153	MARCH11
ENSG00000173545	5	16451628	16465901	40	11	52241	-0.16533	0.56566	ZNF622
ENSG00000154153	5	16473147	16617167	611	62	52389	0.098614	0.46072	FAM134B
ENSG00000145555	5	16665395	16936372	1361	172	49805	-1.18	0.881	MYO10
ENSG00000176788	5	17065707	17276943	994	121	50207	-0.11137	0.54434	BASP1
ENSG00000145526	5	19473060	20575982	4761	159	47533	0.30073	0.38181	CDH18
ENSG00000154162	5	21750782	22853731	4238	168	46928	0.31456	0.37655	CDH12
ENSG00000164256	5	23507264	23528706	60	22	43079	-0.1935	0.57672	PRDM9
ENSG00000248874	5	23951457	24178372	1050	32	51967	0.011133	0.49556	C5orf17
ENSG00000040731	5	24487209	24645087	872	54	49973	0.57121	0.28393	CDH10
ENSG00000113100	5	26880709	27121257	873	73	50776	-0.18924	0.57505	CDH9
ENSG00000113361	5	31193857	31329253	469	71	49093	-0.55964	0.71214	CDH6
ENSG00000113360	5	31400604	31532303	521	47	48788	0.37727	0.35299	DROSHA
ENSG00000082213	5	31532373	31555165	93	25	51843	0.50234	0.30772	C5orf22
ENSG00000133401	5	31639517	32111037	2489	294	49539	-1.6553	0.95107	PDZD2
ENSG00000113384	5	32124810	32174456	177	29	46463	-0.11272	0.54488	GOLPH3
ENSG00000150712	5	32227100	32313115	329	28	51677	-0.72496	0.76576	MTMR12
ENSG00000056097	5	32354456	32444867	331	31	51489	-0.44381	0.67141	ZFR
ENSG00000113387	5	32531739	32604185	304	38	48370	-0.22403	0.58863	SUB1
ENSG00000113389	5	32689176	32791819	428	50	48606	-1.1818	0.88136	NPR3
ENSG00000181495	5	32788945	32791819	8	4	49768	-0.37244	0.64522	AC026703.1
ENSG00000113407	5	33440802	33469644	129	26	50480	0.99814	0.15911	TARS
ENSG00000151388	5	33523640	33892297	1539	106	51826	-0.8596	0.805	ADAMTS12
ENSG00000182631	5	33936491	33939023	4	2	50256	0.67508	0.24981	RXFP3
ENSG00000164175	5	33944721	33984835	114	24	48083	1.4084	0.079501	SLC45A2
ENSG00000242110	5	33986283	34008220	71	14	51673	0.2605	0.39724	AMACR
ENSG00000273294	5	33987279	34124633	388	41	50799	0.37192	0.35498	RP11-1084J3.4
ENSG00000082196	5	34019553	34043937	91	12	52873	-0.65771	0.74464	C1QTNF3
ENSG00000039560	5	34656342	34832732	819	106	52018	-1.1731	0.87962	RAI14
ENSG00000205838	5	34838938	34899561	260	48	49564	0.7045	0.24056	TTC23L
ENSG00000113456	5	34905369	34919094	37	13	49303	0.97014	0.16599	RAD1
ENSG00000113460	5	34915481	34926101	27	13	49962	1.1758	0.11984	BRIX1
ENSG00000168724	5	34929698	34959069	83	25	50557	0.95513	0.16976	DNAJC21
ENSG00000113492	5	34998206	35048198	296	29	51113	0.92852	0.17657	AGXT2
ENSG00000113494	5	35048861	35230794	779	60	51497	-0.106	0.54221	PRLR
ENSG00000152582	5	35617946	35814713	828	47	51753	0.361	0.35905	SPEF2
ENSG00000168685	5	35852797	35879705	129	18	51640	-0.061196	0.5244	IL7R
ENSG00000152611	5	35904397	35938881	190	29	50934	2.0301	0.021173	CAPSL
ENSG00000145626	5	35951112	36001130	169	30	51603	0.37352	0.35438	UGT3A1
ENSG00000168671	5	36035119	36071460	148	24	53099	1.1333	0.12854	UGT3A2
ENSG00000164187	5	36098514	36152063	129	38	47321	0.0096247	0.49616	LMBRD2
ENSG00000145604	5	36152091	36184421	126	22	52261	0.73399	0.23148	SKP2
ENSG00000152620	5	36192694	36242381	143	22	48278	-1.0267	0.84773	NADK2
ENSG00000164188	5	36248536	36302216	244	40	47325	-1.6227	0.94767	RANBP3L
ENSG00000079215	5	36606457	36688436	328	73	50789	0.37178	0.35503	SLC1A3
ENSG00000164190	5	36876861	37066515	485	63	48787	1.4077	0.079615	NIPBL
ENSG00000197603	5	37106330	37249530	348	42	48338	1.011	0.156	C5orf42
ENSG00000113569	5	37288239	37371283	284	34	48214	0.087345	0.4652	NUP155
ENSG00000082068	5	37379314	37753537	1516	38	49408	0.64154	0.26058	WDR70
ENSG00000168621	5	37812779	37839788	112	30	50353	-0.17874	0.57093	GDNF
ENSG00000164318	5	38258511	38465123	788	66	47578	-0.31951	0.62533	EGFLAM
ENSG00000113594	5	38475065	38608456	328	33	33118	0.08192	0.46736	LIFR
ENSG00000145623	5	38845960	38945698	430	59	51102	0.24606	0.40282	OSMR
ENSG00000164327	5	38938021	39074510	493	36	48658	0.31555	0.37617	RICTOR
ENSG00000082074	5	39105338	39274630	814	55	48408	-0.43293	0.66747	FYB
ENSG00000269215	5	39105358	39107350	5	3	47826	-0.66	0.74537	AC008964.1
ENSG00000113600	5	39284364	39424970	720	62	49705	0.97945	0.16368	C9
ENSG00000153071	5	39371780	39462402	428	54	51540	-0.7741	0.78056	DAB2
ENSG00000171522	5	40679600	40693837	29	9	52449	-1.6643	0.95198	PTGER4
ENSG00000113638	5	40714577	40756077	136	27	51689	-1.1653	0.87804	TTC33
ENSG00000132356	5	40759481	40798476	127	31	50027	-0.77106	0.77967	PRKAA1
ENSG00000145592	5	40825364	40835437	44	20	48523	-0.55704	0.71125	RPL37
ENSG00000132357	5	40841286	40860275	56	17	50573	-0.82265	0.79465	CARD6
ENSG00000112936	5	40909354	40983041	427	45	52121	-0.18757	0.57439	C7
ENSG00000171495	5	40998119	41071444	438	43	53106	-0.80788	0.79042	MROH2B
ENSG00000039537	5	41142336	41261540	540	47	51846	-1.4999	0.93318	C6
ENSG00000182836	5	41307056	41510730	752	74	51443	-1.6949	0.95495	PLCXD3
ENSG00000083720	5	41730167	41870621	411	42	43760	-0.57806	0.71839	OXCT1
ENSG00000205765	5	41904290	41921738	43	15	44269	-1.1975	0.88444	C5orf51
ENSG00000151876	5	41925356	41941845	44	17	43223	-0.98862	0.83858	FBXO4
ENSG00000112964	5	42423879	42721979	1066	71	47603	0.081905	0.46736	GHR
ENSG00000198865	5	42756903	42802462	179	26	49468	0.36865	0.35619	CCDC152
ENSG00000250722	5	42799982	42887494	372	44	50406	-0.21375	0.58463	SEPP1
ENSG00000177721	5	43039335	43043272	12	7	44247	-0.22492	0.58898	ANXA2R
ENSG00000172262	5	43065278	43192123	603	45	50707	0.61675	0.2687	ZNF131
ENSG00000177453	5	43192173	43280952	364	63	48283	0.92902	0.17644	NIM1K
ENSG00000112972	5	43289497	43313614	79	13	49182	1.0311	0.15125	HMGCS1
ENSG00000151882	5	43376747	43412493	143	23	47466	0.30688	0.37947	CCL28
ENSG00000151881	5	43444354	43483995	171	25	48902	-0.27536	0.60848	C5orf28
ENSG00000172244	5	43486803	43515247	103	23	47945	-0.32398	0.62702	C5orf34
ENSG00000172239	5	43526369	43557860	118	23	48776	-0.25809	0.60183	PAIP1
ENSG00000112992	5	43602794	43707507	472	33	49241	-0.59775	0.725	NNT
ENSG00000070193	5	44303646	44389808	311	29	43109	1.1596	0.12311	FGF10
ENSG00000112996	5	44809027	44820530	25	7	47869	1.0441	0.14822	MRPS30
ENSG00000164588	5	45259349	45696253	701	47	45707	0.20994	0.41686	HCN1
ENSG00000170571	5	49692026	49739082	99	11	48275	0.70618	0.24004	EMB
ENSG00000151883	5	49961733	50142356	445	33	49131	0.039428	0.48427	PARP8
ENSG00000016082	5	50678921	50690564	35	15	47686	-1.2821	0.90009	ISL1
ENSG00000248789	5	51303865	51376821	375	22	51042	0.094553	0.46234	CTD-2203A3.1
ENSG00000213949	5	52083730	52255040	821	97	51686	-0.2108	0.58348	ITGA1
ENSG00000152684	5	52083774	52099880	50	15	52420	1.4947	0.067494	PELO
ENSG00000164171	5	52285156	52390609	516	41	52974	-0.2265	0.58959	ITGA2
ENSG00000164172	5	52391509	52405893	68	13	51403	-0.34441	0.63473	MOCS2
ENSG00000134363	5	52776239	52782964	25	15	45493	-0.19402	0.57692	FST
ENSG00000164258	5	52856463	52979168	535	40	51509	0.13431	0.44658	NDUFS4
ENSG00000185305	5	53179775	53606412	2067	144	49876	0.092409	0.46319	ARL15
ENSG00000169271	5	53751445	53752207	4	2	39053	0.32202	0.37372	HSPB3
ENSG00000178996	5	53813589	53842415	158	28	53099	2.1383	0.016245	SNX18
ENSG00000249016	5	54252063	54253674	12	2	56384	-0.72259	0.76503	RP11-45H22.3
ENSG00000164283	5	54273692	54318499	222	35	42690	-1.1445	0.87379	ESM1
ENSG00000113088	5	54320081	54330398	39	14	39204	-0.69822	0.75748	GZMK
ENSG00000145649	5	54398476	54406080	14	4	52865	0.032612	0.48699	GZMA
ENSG00000164287	5	54408799	54469005	161	20	51622	-1.3575	0.91269	CDC20B
ENSG00000164294	5	54455946	54462899	19	5	53683	-0.59424	0.72383	GPX8
ENSG00000234602	5	54515442	54523143	25	8	50567	0.13318	0.44703	MCIDAS
ENSG00000152669	5	54526980	54529508	7	3	54098	0.67262	0.25059	CCNO
ENSG00000067248	5	54552073	54603550	132	26	49269	0.030325	0.4879	DHX29
ENSG00000039123	5	54603588	54721409	372	19	50370	0.064142	0.47443	SKIV2L2
ENSG00000067113	5	54720682	54830878	357	20	51404	0.14298	0.44315	PPAP2A
ENSG00000177058	5	54921673	55069022	840	37	53117	-0.63128	0.73607	SLC38A9
ENSG00000152670	5	55033845	55112985	312	37	51859	-1.0507	0.8533	DDX4
ENSG00000164509	5	55147207	55218678	283	42	48043	0.14174	0.44364	IL31RA
ENSG00000134352	5	55230923	55290821	166	33	48243	0.38613	0.3497	IL6ST
ENSG00000164512	5	55395507	55529186	624	75	49855	-0.70562	0.75979	ANKRD55
ENSG00000248727	5	55753622	55777773	149	30	53050	-0.038838	0.51549	CTC-236F12.4
ENSG00000225940	5	55807394	55902059	573	91	51556	0.33563	0.36857	AC022431.2
ENSG00000095015	5	56111401	56191979	289	27	51893	0.32969	0.37082	MAP3K1
ENSG00000155542	5	56205087	56221359	53	8	53673	-1.6082	0.9461	SETD9
ENSG00000155545	5	56215429	56267502	228	35	51953	-0.28749	0.61313	MIER3
ENSG00000062194	5	56469775	56560506	308	44	46245	1.3448	0.089339	GPBP1
ENSG00000169067	5	56775846	56778636	13	9	47105	0.52464	0.29992	ACTBL2
ENSG00000145632	5	57749809	57756087	32	8	52818	-0.23331	0.59224	PLK2
ENSG00000175857	5	57787262	57792917	21	12	44841	-1.3466	0.91094	GAPT
ENSG00000250127	5	57837394	57854070	74	23	49737	-0.17868	0.57091	CTD-2117L12.1
ENSG00000152932	5	57878048	58155213	1225	90	52054	0.40243	0.34369	RAB3C
ENSG00000113448	5	58264865	59817947	5998	257	50388	1.2763	0.10093	PDE4D
ENSG00000224838	5	59726565	59726939	2	1	1011	-0.87692	0.80974	FKSG52
ENSG00000035499	5	59892739	59996017	324	36	48354	0.072697	0.47102	DEPDC1B
ENSG00000164181	5	60047618	60140216	351	37	49289	-0.28849	0.61351	ELOVL7
ENSG00000049167	5	60169658	60240900	243	34	49431	-0.93564	0.82527	ERCC8
ENSG00000164182	5	60240956	60448853	691	34	49796	-0.88223	0.81117	NDUFAF2
ENSG00000269267	5	60411538	60411762	1	1	56384	0.8976	0.1847	AC008498.1
ENSG00000188725	5	60453536	60458301	10	7	43794	-0.15685	0.56232	SMIM15
ENSG00000130449	5	60628100	60841997	543	43	47375	-1.2271	0.89011	ZSWIM6
ENSG00000178722	5	60933535	61047590	534	52	47934	-1.047	0.85245	C5orf64
ENSG00000068796	5	61601989	61833076	775	38	48075	1.5815	0.056887	KIF2A
ENSG00000086189	5	61683081	61699766	65	17	47100	1.723	0.042442	DIMT1
ENSG00000086200	5	61699799	61924409	678	48	48144	1.7465	0.040365	IPO11
ENSG00000268942	5	61808070	61808309	1	1	56384	2.0274	0.02131	CKS1B
ENSG00000186105	5	61874562	61877275	3	2	51630	1.0754	0.14109	LRRC70
ENSG00000178394	5	63256183	63258334	4	2	45128	-0.10693	0.54258	HTR1A
ENSG00000164197	5	63461671	63668696	634	48	47298	0.79166	0.21428	RNF180
ENSG00000186479	5	63802084	63908139	417	74	47468	0.28161	0.38912	RGS7BP
ENSG00000145642	5	63986135	64013917	85	22	48665	0.18068	0.42831	FAM159B
ENSG00000153006	5	64013971	64064512	161	30	48243	0.4013	0.3441	SREK1IP1
ENSG00000153015	5	64064757	64314590	929	51	48784	-0.90909	0.81835	CWC27
ENSG00000049192	5	64444563	64777747	1203	70	50878	-0.15213	0.56046	ADAMTS6
ENSG00000123219	5	64813593	64858998	205	22	52356	0.93105	0.17591	CENPK
ENSG00000113593	5	64859063	64883376	105	17	51073	1.109	0.13372	PPWD1
ENSG00000113595	5	64885507	64921802	153	20	51655	1.1047	0.13465	TRIM23
ENSG00000113597	5	64920543	64962060	177	21	51355	0.86419	0.19374	TRAPPC13
ENSG00000253251	5	64920592	64926718	29	10	48795	1.0549	0.14573	CTC-534A2.2
ENSG00000197860	5	64961755	65018862	159	36	49736	0.72996	0.23271	SGTB
ENSG00000123213	5	65018023	65167553	662	65	50947	-0.39852	0.65488	NLN
ENSG00000112851	5	65222303	65378377	366	42	47105	0.65395	0.25657	ERBB2IP
ENSG00000153914	5	65435799	65479443	108	23	48168	-0.97416	0.83501	SREK1
ENSG00000069020	5	65892176	66465423	2347	148	48133	1.0838	0.13922	MAST4
ENSG00000134061	5	66478103	66492627	54	10	49464	-0.007533	0.50301	CD180
ENSG00000253787	5	67485704	67494235	42	14	50385	0.63255	0.26351	RP11-404L6.2
ENSG00000145675	5	67511548	67597649	349	65	51664	4.6012	2.0999e-06	PIK3R1
ENSG00000145740	5	68389473	68426896	114	15	51625	-0.94937	0.82878	SLC30A5
ENSG00000134057	5	68462837	68474072	40	7	49865	-1.0513	0.85344	CCNB1
ENSG00000153044	5	68485375	68506184	60	10	48592	-0.87042	0.80796	CENPH
ENSG00000134056	5	68513587	68525956	47	9	49812	-1.2223	0.8892	MRPS36
ENSG00000134058	5	68530668	68573250	136	17	49697	-0.96724	0.83329	CDK7
ENSG00000183323	5	68576002	68628636	155	17	47372	-1.2497	0.89429	CCDC125
